trajectory_id,grid_id,grid_key,grid_size,density,reasoning_effort,transform_type,trajectory_category,start_to_coin_distance,coin_to_goal_distance,start_to_goal_via_coin_distance,start_to_goal_distance,coin_detour_distance,coin_reachable_from_start,goal_reachable_from_start,goal_reachable_from_coin,reached_goal,coin_collected,coin_collection_step,trajectory_length,spl,action_accuracy,action_accuracy_phase1,action_accuracy_phase2,num_actions_up,num_actions_down,num_actions_left,num_actions_right,num_steps_front,num_steps_left_turn,num_steps_right_turn,num_steps_back,num_cell_revisits,num_immediate_revisits,num_coin_oscillations,num_invalid_actions,invalid_action_rate
6,7,size11_comp0.0_grid7_base_medium,11,0.0,medium,base,base,9,10,19,3,8,1,1,1,0,0,-1,64,0.0,0.546875,0.546875,0.0,3,0,34,27,16,4,2,41,46,40,0,0,0.0
7,7,size11_comp0.0_grid7_base_medium,11,0.0,medium,base,base,9,10,19,3,8,1,1,1,0,0,-1,64,0.0,0.546875,0.546875,0.0,2,0,33,29,31,3,1,28,44,28,0,0,0.0
8,7,size11_comp0.0_grid7_base_medium,11,0.0,medium,base,base,9,10,19,3,8,1,1,1,0,0,-1,64,0.0,0.53125,0.53125,0.0,2,0,32,30,30,3,0,30,48,29,0,0,0.0
9,7,size11_comp0.0_grid7_base_medium,11,0.0,medium,base,base,9,10,19,3,8,1,1,1,0,0,-1,64,0.0,0.53125,0.53125,0.0,2,0,32,30,25,1,2,35,55,34,0,0,0.0
0,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,10,64,0.0,0.578125,0.9090909090909091,0.5094339622641509,5,4,24,31,17,6,6,34,44,33,8,0,0.0
1,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,22,64,0.0,0.5625,0.6956521739130435,0.4878048780487805,8,7,20,29,17,17,7,22,46,20,1,2,0.03125
2,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,27,64,0.0,0.5625,0.6428571428571429,0.5,3,1,26,34,22,3,5,33,47,31,10,1,0.015625
3,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,48,64,0.0,0.578125,0.5918367346938775,0.5333333333333333,8,6,22,28,15,13,6,29,47,29,1,0,0.0
4,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,26,64,0.0,0.578125,0.6666666666666666,0.5135135135135135,4,3,25,32,17,3,10,33,48,32,7,0,0.0
5,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,26,64,0.0,0.5625,0.6666666666666666,0.4864864864864865,7,5,22,30,12,7,9,35,47,34,12,0,0.0
6,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,32,64,0.0,0.578125,0.6363636363636364,0.5161290322580645,4,4,24,32,21,8,8,26,44,26,0,0,0.0
7,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,28,64,0.0,0.5625,0.6551724137931034,0.4857142857142857,6,4,23,31,16,11,6,30,46,29,1,1,0.015625
8,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,0,1,48,64,0.0,0.5625,0.5918367346938775,0.4666666666666667,6,3,24,31,19,11,7,26,46,25,5,0,0.0
9,8,size11_comp0.0_grid8_base_medium,11,0.0,medium,base,base,9,7,16,6,5,1,1,1,1,1,12,48,0.3333333333333333,0.6666666666666666,0.8461538461538461,0.6,4,6,17,21,14,3,8,22,26,22,0,0,0.0
0,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,1,0,-1,49,0.0,0.5102040816326531,0.5102040816326531,0.0,5,0,22,22,14,3,5,26,34,25,0,1,0.02040816326530612
1,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,1,1,31,56,0.25,0.625,0.625,0.625,6,1,24,25,18,8,3,26,38,26,7,0,0.0
2,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,0,1,57,64,0.0,0.578125,0.5689655172413793,0.6666666666666666,5,1,27,31,21,5,5,32,46,32,3,0,0.0
3,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,1,0,-1,38,0.0,0.5263157894736842,0.5263157894736842,0.0,6,1,15,16,12,8,3,14,19,14,0,0,0.0
4,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,0,0,-1,64,0.0,0.515625,0.515625,0.0,5,2,29,28,22,4,6,31,51,29,0,2,0.03125
5,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,1,1,39,54,0.25925925925925924,0.6296296296296297,0.6,0.7142857142857143,5,0,24,25,15,6,2,30,35,30,5,0,0.0
6,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,0,0,-1,64,0.0,0.546875,0.546875,0.0,6,3,26,29,20,9,4,30,51,29,0,0,0.0
7,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,1,1,34,43,0.32558139534883723,0.6511627906976745,0.6,0.875,5,0,19,19,20,3,3,16,21,15,0,1,0.023255813953488372
8,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,1,1,9,46,0.30434782608695654,0.6521739130434783,0.9,0.5833333333333334,5,0,20,21,16,4,3,22,29,22,16,0,0.0
9,9,size11_comp0.0_grid9_base_medium,11,0.0,medium,base,base,8,6,14,6,4,1,1,1,1,1,29,38,0.3684210526315789,0.6842105263157895,0.6333333333333333,0.875,6,1,15,16,11,5,5,16,23,16,3,0,0.0
0,0,size11_comp0.2_grid0_base_medium,11,0.2,medium,base,base,5,9,14,4,5,1,1,1,1,0,-1,18,0.0,0.3333333333333333,0.3333333333333333,0.0,0,1,11,6,7,2,0,8,12,6,0,2,0.1111111111111111
1,0,size11_comp0.2_grid0_base_medium,11,0.2,medium,base,base,5,9,14,4,5,1,1,1,1,0,-1,11,0.0,0.2727272727272727,0.2727272727272727,0.0,0,1,7,3,3,1,1,5,5,4,0,1,0.09090909090909091
2,0,size11_comp0.2_grid0_base_medium,11,0.2,medium,base,base,5,9,14,4,5,1,1,1,1,0,-1,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0,1,4,1,2,0,2,1,1,1,0,0,0.0
